EmpID,Department,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,StandardHours,OverTime,SalarySlab,DistanceFromHome,BusinessTravel,PercentSalaryHike
RM1039,Sales,5486,24795,1221,96,80,No,5k-10k,7,Travel_Rarely,11
RM1104,Sales,6439,13693,492,96,80,No,5k-10k,16,Travel_Rarely,14
RM1115,Research & Development,2367,16530,1108,65,80,No,Upto 5k,15,Travel_Rarely,12
RM1167,Research & Development,15202,5602,365,89,80,No,15k+,4,Travel_Frequently,25
RM1205,Sales,2655,11740,708,95,80,Yes,Upto 5k,7,Travel_Frequently,11
RM1332,Research & Development,19665,13583,1224,91,80,No,15k+,10,Travel_Rarely,12
RM1352,Research & Development,17174,2437,117,58,80,No,15k+,22,Travel_Frequently,11
RM002,Research & Development,5130,24907,279,61,80,No,5k-10k,8,Travel_Frequently,23
RM130,Research & Development,6567,5549,470,96,80,No,5k-10k,20,Travel_Rarely,14
RM202,Research & Development,6804,23793,1002,92,80,Yes,5k-10k,18,Non-Travel,15
RM291,Research & Development,18665,25594,636,35,80,Yes,15k+,10,Travel_Frequently,11
RM317,Research & Development,13964,17810,1091,90,80,Yes,10k-15k,1,Travel_Rarely,12
RM376,Research & Development,10965,12066,1261,31,80,No,10k-15k,7,Travel_Rarely,24
RM474,Research & Development,19502,2125,1245,58,80,Yes,15k+,18,Travel_Rarely,17
RM608,Sales,7654,5860,1184,43,80,No,5k-10k,11,Travel_Rarely,18
RM640,Research & Development,3580,10554,1418,36,80,No,Upto 5k,1,Travel_Rarely,16
RM678,Research & Development,7403,22477,527,51,80,No,5k-10k,8,Travel_Rarely,11
RM822,Sales,13120,11879,174,56,80,No,10k-15k,8,Travel_Rarely,17
RM900,Research & Development,18711,12124,1098,85,80,No,15k+,4,Travel_Rarely,13
RM1007,Research & Development,4284,22710,1475,97,80,No,Upto 5k,28,Travel_Frequently,20
RM1045,Research & Development,6651,21534,1495,96,80,No,5k-10k,5,Travel_Rarely,14
RM1055,Research & Development,10466,20948,1490,35,80,No,10k-15k,7,Travel_Rarely,14
RM1072,Research & Development,4789,23070,271,43,80,No,Upto 5k,3,Travel_Rarely,25
RM1148,Research & Development,3211,22102,722,84,80,No,Upto 5k,25,Travel_Rarely,14
RM1177,Research & Development,16413,3498,301,72,80,No,15k+,22,Travel_Rarely,16
RM1182,Research & Development,13966,11652,465,41,80,Yes,10k-15k,6,Travel_Rarely,19
RM1193,Research & Development,2587,24941,464,74,80,Yes,Upto 5k,16,Travel_Rarely,16
RM1196,Research & Development,15379,22384,809,36,80,No,15k+,1,Travel_Rarely,14
RM1255,Sales,4507,8191,1313,80,80,No,Upto 5k,11,Travel_Rarely,12
RM1378,Research & Development,19161,13738,1064,42,80,No,15k+,2,Travel_Frequently,15
RM1469,Sales,5390,13243,1023,63,80,No,5k-10k,2,Travel_Frequently,14
RM037,Sales,2683,3810,869,86,80,Yes,Upto 5k,3,Travel_Rarely,14
RM063,Research & Development,18740,16701,989,43,80,Yes,15k+,7,Travel_Rarely,12
RM107,Research & Development,18172,9755,1115,73,80,Yes,15k+,1,Travel_Frequently,19
RM132,Sales,9208,6645,809,77,80,No,5k-10k,12,Travel_Frequently,11
RM166,Research & Development,19926,17053,1452,53,80,No,15k+,11,Travel_Rarely,15
RM184,Research & Development,3690,3425,328,86,80,No,Upto 5k,1,Travel_Rarely,15
RM234,Sales,19517,24118,854,68,80,No,15k+,1,Travel_Rarely,11
RM280,Research & Development,19144,15815,797,96,80,No,15k+,4,Travel_Rarely,14
RM368,Research & Development,10496,2755,1046,100,80,No,10k-15k,10,Travel_Rarely,15
RM426,Research & Development,17046,9314,1099,88,80,No,15k+,29,Travel_Rarely,15
RM478,Human Resources,18200,7999,1246,99,80,No,15k+,3,Travel_Frequently,11
RM524,Research & Development,3221,3297,1207,74,80,Yes,Upto 5k,28,Travel_Rarely,11
RM529,Sales,6796,23452,562,50,80,Yes,5k-10k,8,Travel_Frequently,14
RM540,Sales,3875,9983,316,54,80,No,Upto 5k,8,Travel_Rarely,15
RM589,Research & Development,17639,6881,691,64,80,No,15k+,2,Travel_Rarely,16
RM654,Research & Development,17924,4544,881,98,80,No,15k+,2,Non-Travel,11
RM715,Research & Development,17399,6615,1126,66,80,No,15k+,1,Travel_Rarely,22
RM722,Research & Development,13973,4161,939,95,80,Yes,10k-15k,24,Travel_Rarely,18
RM743,Research & Development,2380,20165,804,64,80,No,Upto 5k,9,Travel_Rarely,18
RM752,Sales,6347,24920,145,95,80,No,5k-10k,1,Non-Travel,12
RM767,Research & Development,19237,12853,1464,62,80,Yes,15k+,2,Travel_Rarely,11
RM802,Sales,4728,17251,959,81,80,Yes,Upto 5k,1,Travel_Frequently,14
RM868,Research & Development,17856,9490,1421,30,80,No,15k+,2,Travel_Frequently,22
RM946,Research & Development,16880,22422,1322,43,80,Yes,15k+,28,Travel_Rarely,11
RM1087,Research & Development,14411,24450,333,88,80,Yes,10k-15k,22,Travel_Frequently,13
RM1127,Sales,19331,19519,264,59,80,Yes,15k+,9,Travel_Rarely,16
RM1139,Research & Development,11245,20689,1234,41,80,Yes,10k-15k,20,Travel_Frequently,15
RM1178,Research & Development,13269,21981,813,50,80,No,10k-15k,17,Travel_Rarely,15
RM1453,Sales,6728,14255,878,94,80,No,5k-10k,1,Travel_Frequently,12
RM1462,Sales,10854,16586,410,39,80,Yes,10k-15k,28,Travel_Rarely,13
RM088,Research & Development,2075,18725,432,96,80,No,Upto 5k,9,Travel_Rarely,23
RM092,Sales,5441,8423,632,71,80,Yes,5k-10k,21,Travel_Rarely,22
RM111,Research & Development,7484,25796,1456,30,80,No,5k-10k,1,Travel_Frequently,20
RM124,Research & Development,19537,6462,684,51,80,No,15k+,6,Travel_Rarely,13
RM137,Research & Development,10650,25150,1150,53,80,No,10k-15k,8,Travel_Frequently,15
RM157,Research & Development,6132,13983,1169,34,80,No,5k-10k,7,Travel_Rarely,17
RM190,Research & Development,13734,7192,313,98,80,No,10k-15k,3,Travel_Rarely,18
RM214,Research & Development,12490,15736,1469,81,80,No,10k-15k,8,Travel_Rarely,16
RM259,Research & Development,2723,23231,833,96,80,No,Upto 5k,1,Travel_Rarely,11
RM300,Research & Development,5482,16321,1302,84,80,No,5k-10k,2,Travel_Rarely,18
RM377,Sales,4936,14862,1178,87,80,No,Upto 5k,14,Travel_Rarely,11
RM617,Sales,16307,5594,1318,66,80,No,15k+,26,Travel_Rarely,14
RM780,Research & Development,2461,10332,1323,34,80,Yes,Upto 5k,4,Travel_Rarely,12
RM919,Sales,19847,19196,237,83,80,Yes,15k+,9,Travel_Frequently,24
RM931,Research & Development,2838,4257,968,40,80,No,Upto 5k,6,Travel_Frequently,14
RM963,Human Resources,14026,17588,770,84,80,Yes,10k-15k,5,Travel_Rarely,11
RM972,Research & Development,13142,24439,1405,82,80,No,10k-15k,11,Travel_Rarely,16
RM988,Sales,10596,15395,541,52,80,No,10k-15k,2,Travel_Frequently,11
RM1276,Research & Development,13116,22984,942,53,80,No,10k-15k,3,Travel_Rarely,11
RM191,Research & Development,19999,5678,699,65,80,No,15k+,1,Travel_Rarely,14
RM231,Research & Development,3212,3300,1323,89,80,No,Upto 5k,2,Travel_Rarely,15
RM238,Sales,19068,21030,771,79,80,Yes,15k+,2,Non-Travel,18
RM318,Research & Development,4941,17747,723,85,80,No,Upto 5k,8,Travel_Rarely,15
RM407,Research & Development,7969,19609,319,39,80,Yes,5k-10k,3,Travel_Rarely,14
RM409,Research & Development,16555,10310,1490,30,80,No,15k+,4,Travel_Rarely,13
RM469,Research & Development,5577,22087,956,78,80,Yes,5k-10k,6,Travel_Rarely,12
RM562,Sales,16856,10084,621,31,80,No,15k+,3,Travel_Rarely,11
RM571,Research & Development,4258,26589,715,41,80,No,Upto 5k,19,Non-Travel,18
RM588,Research & Development,3149,21821,1325,82,80,No,Upto 5k,11,Travel_Rarely,20
RM628,Research & Development,13826,19028,890,81,80,No,10k-15k,25,Travel_Frequently,22
RM700,Research & Development,17099,13829,1053,70,80,No,15k+,1,Travel_Rarely,15
RM750,Sales,19845,25846,266,57,80,No,15k+,2,Travel_Rarely,15
RM807,Research & Development,10445,15322,994,87,80,No,10k-15k,7,Travel_Rarely,19
RM948,Sales,8446,21534,1030,64,80,Yes,5k-10k,5,Travel_Rarely,19
RM995,Research & Development,13247,9731,322,59,80,Yes,10k-15k,28,Travel_Frequently,11
RM1001,Research & Development,2950,17363,258,54,80,No,Upto 5k,8,Travel_Rarely,13
RM1435,Sales,3482,19788,585,40,80,No,Upto 5k,29,Non-Travel,15
RM019,Sales,15427,22021,1219,78,80,No,15k+,2,Travel_Rarely,16
RM026,Research & Development,19094,10735,1282,58,80,No,15k+,5,Travel_Rarely,11
RM153,Sales,2306,16047,1436,34,80,Yes,Upto 5k,6,Travel_Rarely,20
RM185,Research & Development,4450,26250,1084,57,80,No,Upto 5k,13,Travel_Rarely,11
RM281,Research & Development,17584,21016,1070,45,80,Yes,15k+,3,Travel_Rarely,16
RM503,Sales,8381,7507,238,34,80,No,5k-10k,1,Travel_Rarely,20
RM535,Research & Development,14814,13514,970,59,80,No,10k-15k,7,Travel_Rarely,19
RM557,Research & Development,2450,10919,346,86,80,No,Upto 5k,6,Travel_Rarely,17
RM625,Sales,10934,20715,661,78,80,Yes,10k-15k,7,Travel_Rarely,18
RM647,Sales,11836,22789,868,73,80,No,10k-15k,8,Travel_Rarely,14
RM650,Research & Development,14275,20206,102,72,80,No,10k-15k,23,Travel_Rarely,18
RM702,Sales,14852,13938,1376,45,80,No,10k-15k,2,Travel_Rarely,13
RM761,Sales,7525,23537,124,38,80,No,5k-10k,2,Travel_Frequently,12
RM859,Research & Development,18606,18640,1223,50,80,No,15k+,7,Travel_Rarely,18
RM1044,Research & Development,16598,19764,447,39,80,No,15k+,2,Travel_Rarely,12
RM1112,Research & Development,10169,14618,607,78,80,No,10k-15k,2,Travel_Rarely,16
RM1204,Research & Development,7005,3458,1395,48,80,No,5k-10k,24,Travel_Rarely,15
RM1269,Research & Development,12965,22308,661,60,80,Yes,10k-15k,1,Non-Travel,20
RM1397,Sales,10448,5843,1168,66,80,Yes,10k-15k,24,Travel_Rarely,13
RM096,Research & Development,13549,24001,1217,60,80,No,10k-15k,2,Travel_Rarely,12
RM113,Human Resources,17328,13871,142,30,80,Yes,15k+,26,Non-Travel,12
RM220,Sales,5940,17011,1147,52,80,No,5k-10k,3,Travel_Rarely,14
RM333,Research & Development,4869,16885,928,31,80,No,Upto 5k,20,Travel_Frequently,12
RM393,Research & Development,19406,8509,821,86,80,No,15k+,5,Travel_Rarely,11
RM432,Research & Development,3780,23428,548,42,80,No,Upto 5k,8,Travel_Rarely,11
RM511,Human Resources,10725,6729,397,88,80,No,10k-15k,19,Travel_Rarely,15
RM576,Research & Development,5485,22670,376,95,80,Yes,5k-10k,19,Travel_Rarely,11
RM729,Research & Development,10739,13943,1441,56,80,No,10k-15k,17,Travel_Rarely,11
RM772,Sales,10686,8392,1082,41,80,No,10k-15k,2,Travel_Rarely,11
RM891,Research & Development,10502,9659,966,53,80,No,10k-15k,1,Travel_Frequently,17
RM895,Research & Development,17779,23474,685,85,80,No,15k+,3,Travel_Rarely,14
RM1009,Research & Development,17328,5652,971,54,80,No,15k+,1,Travel_Rarely,19
RM1077,Research & Development,16032,24456,1050,87,80,No,15k+,11,Travel_Frequently,20
RM1185,Research & Development,17426,18685,584,91,80,No,15k+,22,Travel_Rarely,25
RM1306,Research & Development,6854,15696,431,68,80,No,5k-10k,7,Travel_Rarely,15
RM1398,Research & Development,2897,22474,155,67,80,No,Upto 5k,9,Travel_Rarely,11
RM1407,Research & Development,4440,25198,157,77,80,Yes,Upto 5k,10,Travel_Rarely,19
RM066,Research & Development,14756,19730,836,33,80,Yes,10k-15k,8,Travel_Rarely,14
RM083,Sales,10239,18092,111,70,80,No,10k-15k,1,Travel_Rarely,14
RM188,Research & Development,18722,13339,692,61,80,No,15k+,14,Travel_Rarely,11
RM271,Research & Development,19045,18938,452,81,80,Yes,15k+,1,Travel_Rarely,14
RM284,Research & Development,5415,15972,147,37,80,Yes,5k-10k,20,Travel_Rarely,19
RM380,Research & Development,16659,23258,1311,97,80,Yes,15k+,2,Travel_Rarely,13
RM446,Sales,16835,9873,1117,83,80,No,15k+,18,Travel_Rarely,23
RM569,Research & Development,19859,21199,725,78,80,Yes,15k+,2,Travel_Rarely,13
RM609,Sales,5160,21519,436,37,80,No,5k-10k,2,Travel_Rarely,16
RM746,Research & Development,6385,12992,135,62,80,Yes,5k-10k,18,Travel_Frequently,14
RM775,Research & Development,16756,17323,444,40,80,No,15k+,2,Non-Travel,15
RM788,Research & Development,10976,15813,1091,65,80,No,10k-15k,2,Travel_Frequently,18
RM915,Research & Development,13577,25592,177,37,80,Yes,10k-15k,8,Non-Travel,15
RM956,Research & Development,19187,6992,282,58,80,No,15k+,2,Travel_Rarely,14
RM976,Sales,13695,9277,267,85,80,Yes,10k-15k,13,Travel_Rarely,17
RM1011,Research & Development,14732,12414,1136,81,80,No,10k-15k,1,Travel_Rarely,13
RM1066,Research & Development,4035,16143,1229,30,80,Yes,Upto 5k,4,Travel_Rarely,16
RM1117,Sales,19586,23037,685,60,80,No,15k+,26,Travel_Rarely,21
RM1208,Research & Development,3537,23737,1441,94,80,No,Upto 5k,22,Travel_Rarely,12
RM1265,Research & Development,19038,19805,478,60,80,No,15k+,2,Travel_Rarely,12
RM1337,Research & Development,2662,7975,836,98,80,No,Upto 5k,2,Travel_Rarely,20
RM1402,Human Resources,19636,25811,189,71,80,Yes,15k+,26,Travel_Rarely,18
RM086,Research & Development,7260,21698,1400,49,80,No,5k-10k,7,Travel_Rarely,11
RM123,Research & Development,4963,4510,441,72,80,Yes,Upto 5k,14,Travel_Rarely,18
RM176,Research & Development,4257,13939,713,67,80,Yes,Upto 5k,8,Travel_Rarely,18
RM402,Sales,13212,18256,906,86,80,No,10k-15k,6,Travel_Frequently,11
RM553,Research & Development,11103,20420,832,81,80,No,10k-15k,9,Travel_Rarely,11
RM773,Research & Development,2942,12154,1240,63,80,No,Upto 5k,9,Travel_Frequently,19
RM852,Research & Development,19943,18575,718,92,80,No,15k+,4,Travel_Rarely,13
RM957,Human Resources,19717,4022,206,99,80,No,15k+,8,Travel_Rarely,14
RM977,Research & Development,13402,18235,1369,68,80,Yes,10k-15k,23,Travel_Rarely,12
RM1024,Research & Development,2066,10494,1255,90,80,No,Upto 5k,1,Travel_Rarely,22
RM1355,Research & Development,2587,10261,1162,97,80,No,Upto 5k,24,Travel_Rarely,16
RM1372,Sales,5380,20328,1443,89,80,No,5k-10k,11,Travel_Rarely,16
RM1442,Research & Development,6306,26236,667,57,80,No,5k-10k,1,Non-Travel,21
RM1445,Research & Development,2339,3666,310,72,80,No,Upto 5k,7,Travel_Rarely,11
RM164,Research & Development,9439,23402,334,83,80,Yes,5k-10k,24,Travel_Rarely,16
RM361,Research & Development,6755,2967,593,88,80,No,5k-10k,1,Travel_Rarely,11
RM425,Sales,14118,22102,210,56,80,No,10k-15k,29,Travel_Rarely,12
RM1054,Research & Development,4900,2721,405,93,80,No,Upto 5k,1,Travel_Rarely,24
RM099,Sales,13872,24409,682,37,80,No,10k-15k,10,Travel_Rarely,13
RM127,Research & Development,10312,3465,147,94,80,No,10k-15k,23,Travel_Rarely,12
RM158,Research & Development,3346,11873,1145,75,80,Yes,Upto 5k,9,Travel_Rarely,20
RM309,Research & Development,5660,17056,390,32,80,Yes,5k-10k,1,Non-Travel,13
RM596,Research & Development,19246,25761,286,31,80,Yes,15k+,2,Travel_Rarely,12
RM661,Research & Development,2380,13384,781,57,80,Yes,Upto 5k,2,Travel_Frequently,14
RM675,Research & Development,10552,9255,1272,37,80,Yes,10k-15k,5,Travel_Rarely,13
RM701,Research & Development,2479,26227,289,51,80,No,Upto 5k,2,Travel_Rarely,24
RM939,Research & Development,2372,26076,848,88,80,No,Upto 5k,23,Travel_Rarely,12
RM967,Research & Development,10008,12023,601,53,80,Yes,10k-15k,7,Travel_Rarely,14
RM1010,Research & Development,19701,22456,1055,76,80,Yes,15k+,1,Travel_Rarely,21
RM1302,Sales,16291,22577,350,52,80,No,15k+,2,Non-Travel,22
RM1311,Research & Development,15787,21624,1216,87,80,Yes,15k+,15,Travel_Frequently,14
RM1375,Sales,17875,11761,605,72,80,Yes,15k+,21,Travel_Rarely,13
RM007,Research & Development,2670,9964,1324,81,80,Yes,Upto 5k,3,Travel_Rarely,20
RM064,Sales,7637,2354,1435,99,80,No,5k-10k,25,Travel_Rarely,11
RM071,Sales,5473,24668,1225,57,80,No,5k-10k,1,Travel_Frequently,11
RM106,Human Resources,18844,21922,1420,32,80,No,15k+,2,Non-Travel,21
RM226,Research & Development,2177,8456,142,70,80,No,Upto 5k,3,Travel_Rarely,17
RM233,Human Resources,2267,25657,818,52,80,No,Upto 5k,6,Travel_Rarely,17
RM744,Research & Development,13726,21829,715,69,80,Yes,10k-15k,2,Travel_Rarely,13
RM759,Sales,11904,11038,1089,66,80,Yes,10k-15k,1,Travel_Rarely,14
RM898,Sales,5171,16490,326,48,80,No,5k-10k,3,Travel_Rarely,17
RM920,Research & Development,10512,20002,1429,67,80,No,10k-15k,18,Travel_Rarely,12
RM412,Research & Development,19566,3854,422,41,80,No,15k+,7,Travel_Rarely,11
RM428,Sales,10266,2845,1499,80,80,No,10k-15k,28,Travel_Frequently,19
RM537,Sales,5405,11924,1179,84,80,No,5k-10k,16,Travel_Rarely,14
RM880,Sales,5220,10893,696,52,80,Yes,5k-10k,7,Travel_Rarely,18
RM1210,Research & Development,10883,20467,370,92,80,No,10k-15k,1,Travel_Rarely,20
